method,strain,protein,EBC_ID,best_rank,n_complexes,total_interactions,n_hydrophobic,n_hbond,n_water_bridge,n_salt_bridge,n_pi_stack,n_pi_cation,n_halogen_bond,n_metal_complex
AD,sudan,OPG199,EBC-287064,73,1,219,151,51,0,11,2,4,0,0
AD,sudan,OPG199,EBC-287070,14,1,215,147,59,0,9,0,0,0,0
AD,sudan,OPG199,EBC-287104,70,1,215,153,51,0,9,1,1,0,0
AD,sudan,OPG199,EBC-288044,71,1,237,157,59,0,15,2,4,0,0
AD,sudan,OPG199,EBC-288046,93,1,216,139,55,0,16,0,2,4,0
AD,sudan,OPG199,EBC-289057,69,1,216,145,50,0,19,1,1,0,0
AD,sudan,OPG199,EBC-289112,17,1,194,132,46,0,14,1,1,0,0
AD,sudan,OPG199,EBC-290041,22,1,355,117,190,0,40,1,3,4,0
AD,sudan,OPG199,EBC-291056,41,1,197,136,51,0,10,0,0,0,0
AD,sudan,OPG199,EBC-291167,72,1,251,81,113,0,40,1,0,16,0
AD,sudan,OPG199,EBC-292060,80,1,145,92,36,0,12,0,0,5,0
AD,sudan,OPG199,EBC-303070,78,1,171,109,49,0,13,0,0,0,0
AD,sudan,OPG199,EBC-306048,45,1,190,54,101,0,18,0,1,16,0
AD,sudan,OPG199,EBC-309072,9,1,215,91,101,0,20,0,1,2,0
AD,sudan,OPG199,EBC-331067,94,1,150,79,59,0,2,1,0,9,0
AD,sudan,OPG199,EBC-373083,59,1,240,44,137,0,51,2,0,6,0
AD,sudan,OPG199,EBC-43021,38,1,209,114,73,0,20,0,0,2,0
AD,sudan,OPG199,EBC-44165,62,1,160,70,80,0,9,0,1,0,0
AD,sudan,OPG199,EBC-44358,48,1,221,81,118,0,10,0,2,10,0
AD,sudan,OPG199,EBC-46024,47,1,259,113,113,0,22,0,1,10,0
AD,sudan,OPG199,EBC-46057,2,1,244,166,63,0,12,0,3,0,0
AD,sudan,OPG199,EBC-46286,40,1,253,101,130,0,21,0,1,0,0
AD,sudan,OPG199,EBC-46294,5,1,329,130,163,0,33,0,2,1,0
AD,sudan,OPG199,EBC-47073,55,1,249,81,122,0,22,1,2,21,0
AD,sudan,OPG199,EBC-47094,86,1,148,82,55,0,10,0,0,1,0
AD,sudan,OPG199,EBC-48186,16,1,159,81,63,0,2,1,0,12,0
AD,sudan,OPG199,EBC-50088,57,1,188,109,59,0,20,0,0,0,0
AD,sudan,OPG199,EBC-53021,97,1,186,62,97,0,19,0,1,7,0
AD,sudan,OPG199,EBC-53052,43,1,194,58,98,0,14,0,2,22,0
AD,sudan,OPG199,EBC-63089,10,1,294,105,148,0,35,0,1,5,0
AD,sudan,OPG199,EBC-84050,30,1,264,110,108,0,35,1,5,5,0
AD,sudan,OPG199,EBC-99051,92,1,143,79,45,0,13,1,0,5,0
AF,congo,OPG027,EBC-00606,27,1,5,3,2,0,0,0,0,0,0
AF,congo,OPG027,EBC-00662,41,1,5,3,2,0,0,0,0,0,0
AF,congo,OPG027,EBC-00698,59,1,8,3,3,0,0,2,0,0,0
AF,congo,OPG027,EBC-00703,94,1,6,3,2,0,1,0,0,0,0
AF,congo,OPG027,EBC-00713,68,1,5,3,2,0,0,0,0,0,0
AF,congo,OPG027,EBC-03035,88,1,1,0,1,0,0,0,0,0,0
AF,congo,OPG027,EBC-03068,18,1,5,4,1,0,0,0,0,0,0
AF,congo,OPG027,EBC-03080,1,1,4,2,2,0,0,0,0,0,0
AF,congo,OPG027,EBC-03107,46,1,4,3,1,0,0,0,0,0,0
AF,congo,OPG027,EBC-03137,34,1,4,3,1,0,0,0,0,0,0
AF,congo,OPG027,EBC-03141,75,1,5,3,2,0,0,0,0,0,0
AF,congo,OPG027,EBC-03144,3,1,7,3,4,0,0,0,0,0,0
AF,congo,OPG027,EBC-03154,32,1,6,3,3,0,0,0,0,0,0
AF,congo,OPG027,EBC-03163,2,1,4,2,2,0,0,0,0,0,0
AF,congo,OPG027,EBC-03164,87,1,2,1,1,0,0,0,0,0,0
AF,congo,OPG027,EBC-03209,4,1,3,2,1,0,0,0,0,0,0
AF,congo,OPG027,EBC-03215,24,1,2,1,1,0,0,0,0,0,0
AF,congo,OPG027,EBC-03229,10,1,4,1,3,0,0,0,0,0,0
AF,congo,OPG027,EBC-03270,64,1,4,2,2,0,0,0,0,0,0
AF,congo,OPG027,EBC-03367,13,1,4,1,3,0,0,0,0,0,0
AF,congo,OPG027,EBC-03375,36,1,4,3,1,0,0,0,0,0,0
AF,congo,OPG027,EBC-03563,37,1,2,0,2,0,0,0,0,0,0
AF,congo,OPG027,EBC-03569,90,1,2,1,1,0,0,0,0,0,0
AF,congo,OPG027,EBC-03798,47,1,5,3,2,0,0,0,0,0,0
AF,congo,OPG027,EBC-03989,14,1,7,2,3,0,2,0,0,0,0
AF,congo,OPG027,EBC-04048,100,1,4,2,2,0,0,0,0,0,0
AF,congo,OPG027,EBC-04055,69,1,4,2,2,0,0,0,0,0,0
AF,congo,OPG027,EBC-04100,12,1,5,4,1,0,0,0,0,0,0
AF,congo,OPG027,EBC-04193,71,1,9,5,2,0,2,0,0,0,0
AF,congo,OPG027,EBC-04299,79,1,5,2,3,0,0,0,0,0,0
AF,congo,OPG027,EBC-04373,76,1,2,0,1,0,1,0,0,0,0
AF,congo,OPG027,EBC-06154,5,1,4,1,3,0,0,0,0,0,0
AF,congo,OPG027,EBC-06163,31,1,4,1,3,0,0,0,0,0,0
AF,congo,OPG027,EBC-06248,91,1,6,4,2,0,0,0,0,0,0
AF,congo,OPG027,EBC-06295,43,1,5,4,1,0,0,0,0,0,0
AF,congo,OPG027,EBC-06620,55,1,10,2,4,0,0,4,0,0,0
AF,congo,OPG027,EBC-06623,9,1,8,4,4,0,0,0,0,0,0
AF,congo,OPG027,EBC-06648,7,1,5,0,3,0,0,2,0,0,0
AF,congo,OPG027,EBC-06755,50,1,10,7,2,0,0,0,1,0,0
AF,congo,OPG027,EBC-06762,23,1,6,4,2,0,0,0,0,0,0
AF,congo,OPG027,EBC-06794,84,1,6,3,3,0,0,0,0,0,0
AF,congo,OPG027,EBC-06810,86,1,5,4,1,0,0,0,0,0,0
AF,congo,OPG027,EBC-06974,57,1,5,2,3,0,0,0,0,0,0
AF,congo,OPG027,EBC-07138,95,1,5,4,1,0,0,0,0,0,0
AF,congo,OPG027,EBC-07144,15,1,3,1,2,0,0,0,0,0,0
AF,congo,OPG027,EBC-07205,97,1,7,4,3,0,0,0,0,0,0
AF,congo,OPG027,EBC-07280,82,1,7,4,2,0,0,1,0,0,0
AF,congo,OPG027,EBC-07543,16,1,3,2,1,0,0,0,0,0,0
AF,congo,OPG027,EBC-07666,52,1,10,5,3,0,0,2,0,0,0
AF,congo,OPG027,EBC-07667,25,1,8,3,3,0,0,2,0,0,0
AF,congo,OPG027,EBC-07672,22,1,8,3,3,0,0,2,0,0,0
AF,congo,OPG027,EBC-07707,30,1,7,5,2,0,0,0,0,0,0
AF,congo,OPG027,EBC-08121,48,1,6,2,4,0,0,0,0,0,0
AF,congo,OPG027,EBC-08125,73,1,3,2,1,0,0,0,0,0,0
AF,congo,OPG027,EBC-08254,29,1,5,3,2,0,0,0,0,0,0
AF,congo,OPG027,EBC-08302,11,1,5,3,2,0,0,0,0,0,0
AF,congo,OPG027,EBC-08457,28,1,6,2,3,0,0,1,0,0,0
AF,congo,OPG027,EBC-08513,39,1,6,1,5,0,0,0,0,0,0
AF,congo,OPG027,EBC-08651,58,1,8,3,5,0,0,0,0,0,0
AF,congo,OPG027,EBC-08667,63,1,8,3,3,0,0,2,0,0,0
AF,congo,OPG027,EBC-08871,78,1,7,2,3,0,0,2,0,0,0
AF,congo,OPG027,EBC-09015,42,1,3,1,2,0,0,0,0,0,0
AF,congo,OPG027,EBC-09186,6,1,10,5,2,0,1,2,0,0,0
AF,congo,OPG027,EBC-12090,62,1,5,2,2,0,1,0,0,0,0
AF,congo,OPG027,EBC-13190,54,1,12,8,2,0,0,2,0,0,0
AF,congo,OPG027,EBC-13327,8,1,6,2,4,0,0,0,0,0,0
AF,congo,OPG027,EBC-13712,19,1,6,4,2,0,0,0,0,0,0
AF,congo,OPG027,EBC-13977,40,1,4,2,1,0,1,0,0,0,0
AF,congo,OPG027,EBC-14193,56,1,4,3,1,0,0,0,0,0,0
AF,congo,OPG027,EBC-149088,53,1,8,4,3,0,0,0,1,0,0
AF,congo,OPG027,EBC-152118,74,1,4,2,1,0,0,0,0,1,0
AF,congo,OPG027,EBC-152138,35,1,7,5,2,0,0,0,0,0,0
AF,congo,OPG027,EBC-152357,80,1,4,1,3,0,0,0,0,0,0
AF,congo,OPG027,EBC-153130,65,1,8,3,4,0,0,1,0,0,0
AF,congo,OPG027,EBC-153161,33,1,3,3,0,0,0,0,0,0,0
AF,congo,OPG027,EBC-153178,61,1,5,1,2,0,0,2,0,0,0
AF,congo,OPG027,EBC-157086,67,1,6,4,2,0,0,0,0,0,0
AF,congo,OPG027,EBC-157116,51,1,6,3,2,0,0,1,0,0,0
AF,congo,OPG027,EBC-157138,83,1,3,0,3,0,0,0,0,0,0
AF,congo,OPG027,EBC-17092,49,1,5,2,3,0,0,0,0,0,0
AF,congo,OPG027,EBC-189022,60,1,2,1,1,0,0,0,0,0,0
AF,congo,OPG027,EBC-230024,20,1,4,3,1,0,0,0,0,0,0
AF,congo,OPG027,EBC-253143,44,1,6,2,2,0,2,0,0,0,0
AF,congo,OPG027,EBC-26096,66,1,3,1,2,0,0,0,0,0,0
AF,congo,OPG027,EBC-287044,81,1,1,0,1,0,0,0,0,0,0
AF,congo,OPG027,EBC-289088,99,1,12,6,4,0,0,2,0,0,0
AF,congo,OPG027,EBC-289112,77,1,12,8,2,0,0,2,0,0,0
AF,congo,OPG027,EBC-291093,96,1,6,2,3,0,0,1,0,0,0
AF,congo,OPG027,EBC-42023,72,1,8,4,3,0,0,1,0,0,0
AF,congo,OPG027,EBC-44060,85,1,5,3,2,0,0,0,0,0,0
AF,congo,OPG027,EBC-44095,92,1,2,1,1,0,0,0,0,0,0
AF,congo,OPG027,EBC-44204,45,1,5,3,2,0,0,0,0,0,0
AF,congo,OPG027,EBC-44205,21,1,4,3,1,0,0,0,0,0,0
AF,congo,OPG027,EBC-47089,26,1,7,3,2,0,0,2,0,0,0
AF,congo,OPG027,EBC-48075,17,1,7,5,2,0,0,0,0,0,0
AF,congo,OPG027,EBC-48149,70,1,9,5,4,0,0,0,0,0,0
AF,congo,OPG027,EBC-48216,38,1,1,0,1,0,0,0,0,0,0
AF,congo,OPG027,EBC-50109,98,1,0,0,0,0,0,0,0,0,0
AF,congo,OPG027,EBC-54230,89,1,7,5,2,0,0,0,0,0,0
AF,congo,OPG027,EBC-73089,93,1,5,4,1,0,0,0,0,0,0
AF,congo,OPG092,EBC-00523,40,1,2,1,1,0,0,0,0,0,0
AF,congo,OPG092,EBC-00556,56,1,4,0,1,0,0,0,0,0,3
AF,congo,OPG092,EBC-00611,10,1,7,4,3,0,0,0,0,0,0
AF,congo,OPG092,EBC-00615,6,1,9,6,3,0,0,0,0,0,0
AF,congo,OPG092,EBC-00623,5,1,7,5,2,0,0,0,0,0,0
AF,congo,OPG092,EBC-00624,4,1,6,4,2,0,0,0,0,0,0
AF,congo,OPG092,EBC-02024,74,1,3,1,2,0,0,0,0,0,0
AF,congo,OPG092,EBC-02025,84,1,4,0,4,0,0,0,0,0,0
AF,congo,OPG092,EBC-03104,20,1,1,0,1,0,0,0,0,0,0
AF,congo,OPG092,EBC-03122,52,1,2,1,1,0,0,0,0,0,0
AF,congo,OPG092,EBC-03123,72,1,1,0,1,0,0,0,0,0,0
AF,congo,OPG092,EBC-03210,26,1,3,2,1,0,0,0,0,0,0
AF,congo,OPG092,EBC-03218,42,1,2,1,1,0,0,0,0,0,0
AF,congo,OPG092,EBC-03227,23,1,2,1,1,0,0,0,0,0,0
AF,congo,OPG092,EBC-03229,71,1,0,0,0,0,0,0,0,0,0
AF,congo,OPG092,EBC-03294,67,1,0,0,0,0,0,0,0,0,0
AF,congo,OPG092,EBC-03311,45,1,2,1,1,0,0,0,0,0,0
AF,congo,OPG092,EBC-03323,88,1,4,2,2,0,0,0,0,0,0
AF,congo,OPG092,EBC-03366,86,1,4,1,2,0,0,1,0,0,0
AF,congo,OPG092,EBC-03380,80,1,1,0,0,0,0,1,0,0,0
AF,congo,OPG092,EBC-03389,91,1,1,1,0,0,0,0,0,0,0
AF,congo,OPG092,EBC-03399,55,1,1,0,0,0,0,0,1,0,0
AF,congo,OPG092,EBC-03431,83,1,1,0,1,0,0,0,0,0,0
AF,congo,OPG092,EBC-03435,92,1,2,1,1,0,0,0,0,0,0
AF,congo,OPG092,EBC-03467,79,1,1,1,0,0,0,0,0,0,0
AF,congo,OPG092,EBC-03587,51,1,0,0,0,0,0,0,0,0,0
AF,congo,OPG092,EBC-03656,98,1,2,0,1,0,0,0,0,1,0
AF,congo,OPG092,EBC-04007,43,1,2,1,1,0,0,0,0,0,0
AF,congo,OPG092,EBC-04009,64,1,4,3,1,0,0,0,0,0,0
AF,congo,OPG092,EBC-04058,48,1,2,1,1,0,0,0,0,0,0
AF,congo,OPG092,EBC-04068,47,1,0,0,0,0,0,0,0,0,0
AF,congo,OPG092,EBC-04089,32,1,2,0,1,0,0,0,1,0,0
AF,congo,OPG092,EBC-04125,35,1,2,0,2,0,0,0,0,0,0
AF,congo,OPG092,EBC-04129,65,1,1,0,1,0,0,0,0,0,0
AF,congo,OPG092,EBC-04160,68,1,5,1,2,0,0,2,0,0,0
AF,congo,OPG092,EBC-04374,46,1,0,0,0,0,0,0,0,0,0
AF,congo,OPG092,EBC-06138,77,1,2,2,0,0,0,0,0,0,0
AF,congo,OPG092,EBC-06155,17,1,0,0,0,0,0,0,0,0,0
AF,congo,OPG092,EBC-06189,21,1,1,0,1,0,0,0,0,0,0
AF,congo,OPG092,EBC-06206,85,1,2,1,1,0,0,0,0,0,0
AF,congo,OPG092,EBC-06214,62,1,1,0,1,0,0,0,0,0,0
AF,congo,OPG092,EBC-06221,75,1,3,0,2,0,0,1,0,0,0
AF,congo,OPG092,EBC-06237,100,1,2,2,0,0,0,0,0,0,0
AF,congo,OPG092,EBC-06250,78,1,2,0,2,0,0,0,0,0,0
AF,congo,OPG092,EBC-06322,27,1,1,0,1,0,0,0,0,0,0
AF,congo,OPG092,EBC-06351,60,1,4,0,1,0,0,3,0,0,0
AF,congo,OPG092,EBC-06388,44,1,2,0,1,0,0,1,0,0,0
AF,congo,OPG092,EBC-06390,69,1,2,0,1,0,0,1,0,0,0
AF,congo,OPG092,EBC-06397,73,1,2,1,1,0,0,0,0,0,0
AF,congo,OPG092,EBC-06407,19,1,1,0,0,0,0,1,0,0,0
AF,congo,OPG092,EBC-06422,70,1,3,1,2,0,0,0,0,0,0
AF,congo,OPG092,EBC-06502,63,1,4,0,1,0,0,3,0,0,0
AF,congo,OPG092,EBC-06633,89,1,3,0,2,0,0,1,0,0,0
AF,congo,OPG092,EBC-06727,7,1,7,4,3,0,0,0,0,0,0
AF,congo,OPG092,EBC-06844,99,1,5,5,0,0,0,0,0,0,0
AF,congo,OPG092,EBC-07224,3,1,8,5,3,0,0,0,0,0,0
AF,congo,OPG092,EBC-07225,2,1,8,5,3,0,0,0,0,0,0
AF,congo,OPG092,EBC-07226,9,1,7,4,3,0,0,0,0,0,0
AF,congo,OPG092,EBC-07228,8,1,6,3,3,0,0,0,0,0,0
AF,congo,OPG092,EBC-07481,34,1,0,0,0,0,0,0,0,0,0
AF,congo,OPG092,EBC-07863,95,1,4,0,4,0,0,0,0,0,0
AF,congo,OPG092,EBC-08044,94,1,10,6,3,0,1,0,0,0,0
AF,congo,OPG092,EBC-08097,66,1,4,2,1,0,0,1,0,0,0
AF,congo,OPG092,EBC-08645,57,1,2,1,1,0,0,0,0,0,0
AF,congo,OPG092,EBC-08762,22,1,0,0,0,0,0,0,0,0,0
AF,congo,OPG092,EBC-08882,16,1,5,4,1,0,0,0,0,0,0
AF,congo,OPG092,EBC-11182,58,1,1,0,1,0,0,0,0,0,0
AF,congo,OPG092,EBC-13197,82,1,1,0,1,0,0,0,0,0,0
AF,congo,OPG092,EBC-13324,76,1,5,0,5,0,0,0,0,0,0
AF,congo,OPG092,EBC-13436,53,1,1,0,1,0,0,0,0,0,0
AF,congo,OPG092,EBC-145175,37,1,1,0,1,0,0,0,0,0,0
AF,congo,OPG092,EBC-151064,25,1,1,0,1,0,0,0,0,0,0
AF,congo,OPG092,EBC-157078,18,1,7,5,2,0,0,0,0,0,0
AF,congo,OPG092,EBC-157193,1,1,6,4,2,0,0,0,0,0,0
AF,congo,OPG092,EBC-170095,30,1,1,1,0,0,0,0,0,0,0
AF,congo,OPG092,EBC-182239,36,1,4,0,1,0,0,3,0,0,0
AF,congo,OPG092,EBC-245046,29,1,2,0,1,0,1,0,0,0,0
AF,congo,OPG092,EBC-249079,50,1,2,0,2,0,0,0,0,0,0
AF,congo,OPG092,EBC-252111,24,1,11,6,4,0,1,0,0,0,0
AF,congo,OPG092,EBC-26049,59,1,2,1,1,0,0,0,0,0,0
AF,congo,OPG092,EBC-26139,54,1,1,0,1,0,0,0,0,0,0
AF,congo,OPG092,EBC-26146,90,1,4,4,0,0,0,0,0,0,0
AF,congo,OPG092,EBC-26152,28,1,1,0,1,0,0,0,0,0,0
AF,congo,OPG092,EBC-289041,11,1,5,5,0,0,0,0,0,0,0
AF,congo,OPG092,EBC-303226,93,1,6,4,2,0,0,0,0,0,0
AF,congo,OPG092,EBC-44111,49,1,2,0,2,0,0,0,0,0,0
AF,congo,OPG092,EBC-44384,61,1,4,3,1,0,0,0,0,0,0
AF,congo,OPG092,EBC-46286,14,1,7,3,4,0,0,0,0,0,0
AF,congo,OPG092,EBC-47187,15,1,3,0,1,0,0,0,2,0,0
AF,congo,OPG092,EBC-47216,87,1,5,0,1,0,4,0,0,0,0
AF,congo,OPG092,EBC-47426,97,1,1,1,0,0,0,0,0,0,0
AF,congo,OPG092,EBC-47582,81,1,1,0,1,0,0,0,0,0,0
AF,congo,OPG092,EBC-47583,31,1,3,0,0,0,3,0,0,0,0
AF,congo,OPG092,EBC-48058,39,1,1,0,0,0,0,1,0,0,0
AF,congo,OPG092,EBC-48170,96,1,3,2,1,0,0,0,0,0,0
AF,congo,OPG092,EBC-48191,41,1,1,0,1,0,0,0,0,0,0
AF,congo,OPG092,EBC-50109,38,1,1,0,1,0,0,0,0,0,0
AF,congo,OPG092,EBC-73130,13,1,5,3,2,0,0,0,0,0,0
AF,congo,OPG092,EBC-99057,12,1,3,2,1,0,0,0,0,0,0
AF,congo,OPG092,EBC-99100,33,1,0,0,0,0,0,0,0,0,0
AF,congo,OPG112,EBC-00537,2,1,3,1,1,0,1,0,0,0,0
AF,congo,OPG112,EBC-00588,62,1,8,4,1,0,0,0,3,0,0
AF,congo,OPG112,EBC-00635,22,1,5,1,2,0,0,1,1,0,0
AF,congo,OPG112,EBC-00682,71,1,7,5,0,0,0,0,2,0,0
AF,congo,OPG112,EBC-03170,74,1,3,0,1,0,2,0,0,0,0
AF,congo,OPG112,EBC-03195,90,1,2,1,1,0,0,0,0,0,0
AF,congo,OPG112,EBC-03196,16,1,0,0,0,0,0,0,0,0,0
AF,congo,OPG112,EBC-03237,36,1,1,0,0,0,1,0,0,0,0
AF,congo,OPG112,EBC-03250,24,1,6,4,1,0,0,0,1,0,0
AF,congo,OPG112,EBC-03337,5,1,2,0,1,0,0,1,0,0,0
AF,congo,OPG112,EBC-03346,29,1,6,2,3,0,0,1,0,0,0
AF,congo,OPG112,EBC-03357,1,1,5,4,0,0,0,0,1,0,0
AF,congo,OPG112,EBC-03389,82,1,6,5,0,0,0,0,1,0,0
AF,congo,OPG112,EBC-03450,31,1,5,2,2,0,0,1,0,0,0
AF,congo,OPG112,EBC-03590,10,1,2,2,0,0,0,0,0,0,0
AF,congo,OPG112,EBC-03728,15,1,5,3,1,0,0,1,0,0,0
AF,congo,OPG112,EBC-03775,84,1,8,5,0,0,1,0,2,0,0
AF,congo,OPG112,EBC-03821,78,1,8,4,1,0,2,0,1,0,0
AF,congo,OPG112,EBC-03883,20,1,7,3,3,0,0,1,0,0,0
AF,congo,OPG112,EBC-03959,23,1,1,1,0,0,0,0,0,0,0
AF,congo,OPG112,EBC-04043,8,1,0,0,0,0,0,0,0,0,0
AF,congo,OPG112,EBC-04074,87,1,1,0,0,0,0,0,0,1,0
AF,congo,OPG112,EBC-04111,61,1,6,1,5,0,0,0,0,0,0
AF,congo,OPG112,EBC-04125,64,1,7,5,1,0,0,0,1,0,0
AF,congo,OPG112,EBC-04147,76,1,5,4,0,0,0,0,1,0,0
AF,congo,OPG112,EBC-04270,14,1,1,0,1,0,0,0,0,0,0
AF,congo,OPG112,EBC-04271,13,1,1,0,1,0,0,0,0,0,0
AF,congo,OPG112,EBC-04298,32,1,0,0,0,0,0,0,0,0,0
AF,congo,OPG112,EBC-04330,54,1,3,1,1,0,1,0,0,0,0
AF,congo,OPG112,EBC-06036,91,1,2,2,0,0,0,0,0,0,0
AF,congo,OPG112,EBC-06054,95,1,3,3,0,0,0,0,0,0,0
AF,congo,OPG112,EBC-06215,99,1,3,1,2,0,0,0,0,0,0
AF,congo,OPG112,EBC-06218,67,1,5,3,2,0,0,0,0,0,0
AF,congo,OPG112,EBC-06222,51,1,6,4,1,0,0,0,1,0,0
AF,congo,OPG112,EBC-06239,21,1,7,6,1,0,0,0,0,0,0
AF,congo,OPG112,EBC-06304,53,1,2,1,0,0,1,0,0,0,0
AF,congo,OPG112,EBC-06383,26,1,7,4,2,0,0,1,0,0,0
AF,congo,OPG112,EBC-06389,88,1,7,6,1,0,0,0,0,0,0
AF,congo,OPG112,EBC-06535,43,1,4,4,0,0,0,0,0,0,0
AF,congo,OPG112,EBC-06620,57,1,7,4,0,0,1,0,2,0,0
AF,congo,OPG112,EBC-06798,75,1,9,4,1,0,2,0,2,0,0
AF,congo,OPG112,EBC-06841,49,1,5,3,1,0,0,0,1,0,0
AF,congo,OPG112,EBC-06969,93,1,1,1,0,0,0,0,0,0,0
AF,congo,OPG112,EBC-07057,79,1,7,4,2,0,0,0,1,0,0
AF,congo,OPG112,EBC-07244,89,1,2,1,0,0,0,0,0,1,0
AF,congo,OPG112,EBC-07357,86,1,6,5,0,0,0,0,1,0,0
AF,congo,OPG112,EBC-07425,34,1,5,3,0,0,0,0,2,0,0
AF,congo,OPG112,EBC-07498,55,1,8,3,1,0,0,1,2,1,0
AF,congo,OPG112,EBC-07586,70,1,7,5,0,0,0,0,2,0,0
AF,congo,OPG112,EBC-07628,98,1,2,1,1,0,0,0,0,0,0
AF,congo,OPG112,EBC-07725,69,1,6,4,2,0,0,0,0,0,0
AF,congo,OPG112,EBC-07822,83,1,9,6,2,0,0,0,1,0,0
AF,congo,OPG112,EBC-07850,100,1,7,5,1,0,0,1,0,0,0
AF,congo,OPG112,EBC-08103,60,1,4,2,0,0,0,0,1,1,0
AF,congo,OPG112,EBC-08123,9,1,6,5,1,0,0,0,0,0,0
AF,congo,OPG112,EBC-08204,27,1,5,3,1,0,0,0,1,0,0
AF,congo,OPG112,EBC-08307,77,1,8,6,1,0,0,0,1,0,0
AF,congo,OPG112,EBC-08385,45,1,0,0,0,0,0,0,0,0,0
AF,congo,OPG112,EBC-08537,94,1,8,7,0,0,0,1,0,0,0
AF,congo,OPG112,EBC-08600,97,1,1,1,0,0,0,0,0,0,0
AF,congo,OPG112,EBC-08645,66,1,4,3,0,0,0,0,1,0,0
AF,congo,OPG112,EBC-08829,85,1,4,3,1,0,0,0,0,0,0
AF,congo,OPG112,EBC-09174,63,1,7,4,0,0,0,0,3,0,0
AF,congo,OPG112,EBC-11033,41,1,3,0,3,0,0,0,0,0,0
AF,congo,OPG112,EBC-11035,96,1,3,3,0,0,0,0,0,0,0
AF,congo,OPG112,EBC-127031,19,1,3,2,1,0,0,0,0,0,0
AF,congo,OPG112,EBC-12742,35,1,3,2,1,0,0,0,0,0,0
AF,congo,OPG112,EBC-14784,65,1,4,2,0,0,1,0,1,0,0
AF,congo,OPG112,EBC-149124,50,1,6,3,1,0,0,0,2,0,0
AF,congo,OPG112,EBC-151027,73,1,4,2,0,0,1,0,1,0,0
AF,congo,OPG112,EBC-151029,18,1,4,2,2,0,0,0,0,0,0
AF,congo,OPG112,EBC-152138,58,1,3,2,1,0,0,0,0,0,0
AF,congo,OPG112,EBC-152194,59,1,3,2,1,0,0,0,0,0,0
AF,congo,OPG112,EBC-152315,40,1,5,2,1,0,1,0,1,0,0
AF,congo,OPG112,EBC-153023,30,1,7,4,3,0,0,0,0,0,0
AF,congo,OPG112,EBC-153025,17,1,2,1,1,0,0,0,0,0,0
AF,congo,OPG112,EBC-153063,68,1,5,3,0,0,1,0,1,0,0
AF,congo,OPG112,EBC-153169,11,1,1,0,1,0,0,0,0,0,0
AF,congo,OPG112,EBC-167026,28,1,1,1,0,0,0,0,0,0,0
AF,congo,OPG112,EBC-170057,72,1,3,2,0,0,1,0,0,0,0
AF,congo,OPG112,EBC-198034,81,1,6,4,1,0,0,1,0,0,0
AF,congo,OPG112,EBC-248064,92,1,0,0,0,0,0,0,0,0,0
AF,congo,OPG112,EBC-248072,48,1,2,0,1,0,1,0,0,0,0
AF,congo,OPG112,EBC-252074,46,1,3,1,0,0,2,0,0,0,0
AF,congo,OPG112,EBC-253321,25,1,4,3,1,0,0,0,0,0,0
AF,congo,OPG112,EBC-26078,42,1,2,1,0,0,1,0,0,0,0
AF,congo,OPG112,EBC-346043,80,1,6,5,1,0,0,0,0,0,0
AF,congo,OPG112,EBC-381059,56,1,5,3,2,0,0,0,0,0,0
AF,congo,OPG112,EBC-44106,47,1,9,1,7,0,1,0,0,0,0
AF,congo,OPG112,EBC-47426,52,1,10,2,7,0,1,0,0,0,0
AF,congo,OPG112,EBC-47428,44,1,9,1,7,0,1,0,0,0,0
AF,congo,OPG112,EBC-47536,39,1,1,0,1,0,0,0,0,0,0
AF,congo,OPG112,EBC-47545,38,1,1,0,0,0,1,0,0,0,0
AF,congo,OPG112,EBC-48142,37,1,1,0,0,0,1,0,0,0,0
AF,congo,OPG112,EBC-48170,12,1,6,5,1,0,0,0,0,0,0
AF,congo,OPG112,EBC-50072,33,1,1,1,0,0,0,0,0,0,0
AF,congo,OPG112,EBC-75132,7,1,10,4,1,0,0,3,1,1,0
AF,congo,OPG112,EBC-80139,4,1,7,3,1,0,0,2,1,0,0
AF,congo,OPG112,EBC-80148,6,1,8,3,5,0,0,0,0,0,0
AF,congo,OPG112,EBC-82041,3,1,10,5,1,0,0,2,1,1,0
AF,congo,OPG120,EBC-00010,58,1,12,4,6,0,1,1,0,0,0
AF,congo,OPG120,EBC-00522,36,1,4,0,3,0,1,0,0,0,0
AF,congo,OPG120,EBC-03104,14,1,6,2,3,0,0,1,0,0,0
AF,congo,OPG120,EBC-03153,75,1,4,1,2,0,0,1,0,0,0
AF,congo,OPG120,EBC-03211,2,1,6,2,3,0,0,1,0,0,0
AF,congo,OPG120,EBC-03218,15,1,6,2,3,0,0,1,0,0,0
AF,congo,OPG120,EBC-03227,12,1,6,2,3,0,0,1,0,0,0
AF,congo,OPG120,EBC-03228,3,1,6,2,3,0,0,1,0,0,0
AF,congo,OPG120,EBC-03259,28,1,6,2,3,0,0,1,0,0,0
AF,congo,OPG120,EBC-03320,25,1,7,2,4,0,0,1,0,0,0
AF,congo,OPG120,EBC-03332,34,1,9,2,6,0,0,1,0,0,0
AF,congo,OPG120,EBC-03334,7,1,11,3,6,0,1,1,0,0,0
AF,congo,OPG120,EBC-03366,4,1,6,1,4,0,0,0,1,0,0
AF,congo,OPG120,EBC-03368,82,1,5,2,2,0,0,1,0,0,0
