method,strain,protein,EBC_ID,best_rank,n_complexes,total_interactions,n_hydrophobic,n_hbond,n_water_bridge,n_salt_bridge,n_pi_stack,n_pi_cation,n_halogen_bond,n_metal_complex
AF,congo,OPG120,EBC-03380,19,1,8,2,5,0,0,1,0,0,0
AF,congo,OPG120,EBC-03383,80,1,5,1,3,0,0,1,0,0,0
AF,congo,OPG120,EBC-03472,59,1,7,2,4,0,0,1,0,0,0
AF,congo,OPG120,EBC-03478,50,1,12,3,6,0,1,2,0,0,0
AF,congo,OPG120,EBC-03524,6,1,10,2,6,0,1,1,0,0,0
AF,congo,OPG120,EBC-03533,1,1,6,2,3,0,0,1,0,0,0
AF,congo,OPG120,EBC-03546,91,1,8,2,5,0,0,1,0,0,0
AF,congo,OPG120,EBC-03552,45,1,6,2,3,0,0,1,0,0,0
AF,congo,OPG120,EBC-03561,54,1,7,2,4,0,0,1,0,0,0
AF,congo,OPG120,EBC-03584,67,1,7,2,4,0,0,1,0,0,0
AF,congo,OPG120,EBC-03656,30,1,6,0,4,0,1,1,0,0,0
AF,congo,OPG120,EBC-03673,71,1,7,2,3,0,1,1,0,0,0
AF,congo,OPG120,EBC-03682,99,1,4,2,1,0,0,1,0,0,0
AF,congo,OPG120,EBC-03694,47,1,6,3,2,0,0,1,0,0,0
AF,congo,OPG120,EBC-03980,22,1,5,2,2,0,0,0,1,0,0
AF,congo,OPG120,EBC-04039,31,1,6,2,3,0,0,1,0,0,0
AF,congo,OPG120,EBC-04045,24,1,5,2,2,0,0,0,1,0,0
AF,congo,OPG120,EBC-04048,86,1,6,2,2,0,0,1,0,1,0
AF,congo,OPG120,EBC-04049,18,1,6,2,3,0,0,1,0,0,0
AF,congo,OPG120,EBC-04050,21,1,6,2,3,0,0,1,0,0,0
AF,congo,OPG120,EBC-04065,90,1,10,1,8,0,1,0,0,0,0
AF,congo,OPG120,EBC-04076,84,1,8,3,4,0,0,1,0,0,0
AF,congo,OPG120,EBC-04099,55,1,9,3,5,0,0,1,0,0,0
AF,congo,OPG120,EBC-04152,70,1,5,2,2,0,0,1,0,0,0
AF,congo,OPG120,EBC-04245,61,1,3,0,2,0,0,0,1,0,0
AF,congo,OPG120,EBC-06214,89,1,5,2,2,0,0,1,0,0,0
AF,congo,OPG120,EBC-06215,63,1,5,2,2,0,0,1,0,0,0
AF,congo,OPG120,EBC-06250,13,1,3,0,3,0,0,0,0,0,0
AF,congo,OPG120,EBC-06301,83,1,5,1,3,0,0,1,0,0,0
AF,congo,OPG120,EBC-06306,88,1,3,0,3,0,0,0,0,0,0
AF,congo,OPG120,EBC-06327,85,1,3,0,2,0,0,1,0,0,0
AF,congo,OPG120,EBC-06337,26,1,8,2,5,0,0,1,0,0,0
AF,congo,OPG120,EBC-06341,35,1,5,2,2,0,0,1,0,0,0
AF,congo,OPG120,EBC-06350,72,1,7,2,4,0,0,0,1,0,0
AF,congo,OPG120,EBC-06351,32,1,7,3,2,0,0,2,0,0,0
AF,congo,OPG120,EBC-06377,73,1,7,2,4,0,0,1,0,0,0
AF,congo,OPG120,EBC-06388,78,1,7,3,3,0,0,1,0,0,0
AF,congo,OPG120,EBC-06390,74,1,7,2,4,0,0,1,0,0,0
AF,congo,OPG120,EBC-06394,92,1,7,2,4,0,0,0,1,0,0
AF,congo,OPG120,EBC-06446,49,1,11,2,7,0,0,2,0,0,0
AF,congo,OPG120,EBC-06531,44,1,5,2,2,0,0,1,0,0,0
AF,congo,OPG120,EBC-06607,96,1,4,2,1,0,0,1,0,0,0
AF,congo,OPG120,EBC-06633,87,1,9,2,5,0,1,1,0,0,0
AF,congo,OPG120,EBC-06772,57,1,7,0,5,0,1,0,1,0,0
AF,congo,OPG120,EBC-06775,77,1,6,4,1,0,0,1,0,0,0
AF,congo,OPG120,EBC-06995,39,1,5,4,0,0,0,1,0,0,0
AF,congo,OPG120,EBC-07161,94,1,11,8,2,0,0,1,0,0,0
AF,congo,OPG120,EBC-07281,10,1,8,3,4,0,0,0,1,0,0
AF,congo,OPG120,EBC-07628,16,1,6,3,2,0,0,1,0,0,0
AF,congo,OPG120,EBC-08077,27,1,7,3,2,0,0,2,0,0,0
AF,congo,OPG120,EBC-08111,23,1,8,2,5,0,0,1,0,0,0
AF,congo,OPG120,EBC-08122,11,1,4,0,3,0,0,0,1,0,0
AF,congo,OPG120,EBC-08269,100,1,7,2,4,0,0,1,0,0,0
AF,congo,OPG120,EBC-08536,43,1,15,6,8,0,1,0,0,0,0
AF,congo,OPG120,EBC-08706,64,1,8,1,5,0,0,0,2,0,0
AF,congo,OPG120,EBC-08735,62,1,13,9,2,0,0,1,1,0,0
AF,congo,OPG120,EBC-08800,79,1,10,3,5,0,0,1,1,0,0
AF,congo,OPG120,EBC-08943,66,1,12,10,0,0,0,2,0,0,0
AF,congo,OPG120,EBC-08947,48,1,17,14,1,0,0,1,0,1,0
AF,congo,OPG120,EBC-08949,51,1,11,10,1,0,0,0,0,0,0
AF,congo,OPG120,EBC-08976,37,1,10,8,2,0,0,0,0,0,0
AF,congo,OPG120,EBC-09011,56,1,10,4,4,0,0,0,2,0,0
AF,congo,OPG120,EBC-09054,5,1,6,4,2,0,0,0,0,0,0
AF,congo,OPG120,EBC-09076,38,1,11,8,2,0,0,1,0,0,0
AF,congo,OPG120,EBC-09207,9,1,5,2,1,0,0,1,1,0,0
AF,congo,OPG120,EBC-11035,95,1,10,6,3,0,0,0,1,0,0
AF,congo,OPG120,EBC-13345,17,1,12,10,1,0,0,0,0,1,0
AF,congo,OPG120,EBC-13379,98,1,8,7,1,0,0,0,0,0,0
AF,congo,OPG120,EBC-13865,60,1,4,0,3,0,0,0,1,0,0
AF,congo,OPG120,EBC-144043,29,1,7,0,5,0,1,1,0,0,0
AF,congo,OPG120,EBC-145156,42,1,5,3,1,0,0,1,0,0,0
AF,congo,OPG120,EBC-145171,40,1,4,2,1,0,0,1,0,0,0
AF,congo,OPG120,EBC-145175,76,1,5,2,2,0,0,1,0,0,0
AF,congo,OPG120,EBC-151178,93,1,3,0,3,0,0,0,0,0,0
AF,congo,OPG120,EBC-157206,20,1,11,3,6,0,0,1,1,0,0
AF,congo,OPG120,EBC-158036,41,1,7,2,3,0,0,1,1,0,0
AF,congo,OPG120,EBC-159021,8,1,6,5,0,0,0,1,0,0,0
AF,congo,OPG120,EBC-200021,65,1,6,1,4,0,0,1,0,0,0
AF,congo,OPG120,EBC-24059,52,1,10,3,5,0,1,1,0,0,0
AF,congo,OPG120,EBC-26505,53,1,4,0,3,0,0,0,1,0,0
AF,congo,OPG120,EBC-289056,46,1,12,5,4,0,1,0,2,0,0
AF,congo,OPG120,EBC-291131,33,1,3,0,2,0,0,0,1,0,0
AF,congo,OPG120,EBC-44189,68,1,11,3,6,0,1,1,0,0,0
AF,congo,OPG120,EBC-46196,97,1,9,7,0,0,0,2,0,0,0
AF,congo,OPG120,EBC-47188,69,1,11,4,5,0,1,1,0,0,0
AF,congo,OPG120,EBC-47288,81,1,8,2,5,0,0,0,1,0,0
AF,congo,OPG154,EBC-00676,30,1,5,2,2,0,0,0,0,1,0
AF,congo,OPG154,EBC-00699,37,1,2,2,0,0,0,0,0,0,0
AF,congo,OPG154,EBC-02025,4,1,3,2,1,0,0,0,0,0,0
AF,congo,OPG154,EBC-03100,5,1,1,0,1,0,0,0,0,0,0
AF,congo,OPG154,EBC-03122,47,1,1,0,1,0,0,0,0,0,0
AF,congo,OPG154,EBC-03159,51,1,3,1,0,0,2,0,0,0,0
AF,congo,OPG154,EBC-03170,100,1,1,0,1,0,0,0,0,0,0
AF,congo,OPG154,EBC-03255,85,1,2,0,1,0,1,0,0,0,0
AF,congo,OPG154,EBC-03338,92,1,1,1,0,0,0,0,0,0,0
AF,congo,OPG154,EBC-03422,94,1,3,1,0,0,2,0,0,0,0
AF,congo,OPG154,EBC-03567,88,1,1,1,0,0,0,0,0,0,0
AF,congo,OPG154,EBC-03694,40,1,4,4,0,0,0,0,0,0,0
AF,congo,OPG154,EBC-03738,45,1,2,1,0,0,1,0,0,0,0
AF,congo,OPG154,EBC-03874,25,1,3,3,0,0,0,0,0,0,0
AF,congo,OPG154,EBC-04013,99,1,4,2,0,0,2,0,0,0,0
AF,congo,OPG154,EBC-04018,95,1,2,1,1,0,0,0,0,0,0
AF,congo,OPG154,EBC-04173,52,1,2,1,1,0,0,0,0,0,0
AF,congo,OPG154,EBC-04305,22,1,2,0,2,0,0,0,0,0,0
AF,congo,OPG154,EBC-04407,34,1,3,2,1,0,0,0,0,0,0
AF,congo,OPG154,EBC-06211,46,1,2,1,0,0,1,0,0,0,0
AF,congo,OPG154,EBC-06218,82,1,1,1,0,0,0,0,0,0,0
AF,congo,OPG154,EBC-06262,49,1,3,3,0,0,0,0,0,0,0
AF,congo,OPG154,EBC-06514,91,1,3,1,0,0,2,0,0,0,0
AF,congo,OPG154,EBC-06569,1,1,2,1,1,0,0,0,0,0,0
AF,congo,OPG154,EBC-06591,73,1,2,2,0,0,0,0,0,0,0
AF,congo,OPG154,EBC-06694,16,1,3,3,0,0,0,0,0,0,0
AF,congo,OPG154,EBC-06754,39,1,4,3,1,0,0,0,0,0,0
AF,congo,OPG154,EBC-06802,71,1,4,3,1,0,0,0,0,0,0
AF,congo,OPG154,EBC-06968,68,1,5,3,0,0,2,0,0,0,0
AF,congo,OPG154,EBC-06996,31,1,2,2,0,0,0,0,0,0,0
AF,congo,OPG154,EBC-07067,33,1,3,2,1,0,0,0,0,0,0
AF,congo,OPG154,EBC-07074,70,1,4,2,1,0,1,0,0,0,0
AF,congo,OPG154,EBC-07163,67,1,3,2,0,0,1,0,0,0,0
AF,congo,OPG154,EBC-07205,76,1,1,1,0,0,0,0,0,0,0
AF,congo,OPG154,EBC-07256,26,1,4,3,0,0,0,1,0,0,0
AF,congo,OPG154,EBC-07355,8,1,5,5,0,0,0,0,0,0,0
AF,congo,OPG154,EBC-07488,60,1,4,3,0,0,1,0,0,0,0
AF,congo,OPG154,EBC-07536,10,1,4,3,0,0,1,0,0,0,0
AF,congo,OPG154,EBC-07719,28,1,4,4,0,0,0,0,0,0,0
AF,congo,OPG154,EBC-07742,42,1,6,5,1,0,0,0,0,0,0
AF,congo,OPG154,EBC-07863,84,1,0,0,0,0,0,0,0,0,0
AF,congo,OPG154,EBC-07967,53,1,3,3,0,0,0,0,0,0,0
AF,congo,OPG154,EBC-08090,83,1,2,0,2,0,0,0,0,0,0
AF,congo,OPG154,EBC-08250,36,1,1,1,0,0,0,0,0,0,0
AF,congo,OPG154,EBC-08319,81,1,4,4,0,0,0,0,0,0,0
AF,congo,OPG154,EBC-08356,79,1,7,6,1,0,0,0,0,0,0
AF,congo,OPG154,EBC-08507,74,1,1,0,1,0,0,0,0,0,0
AF,congo,OPG154,EBC-08641,7,1,7,4,1,0,2,0,0,0,0
AF,congo,OPG154,EBC-08722,77,1,6,4,1,0,1,0,0,0,0
AF,congo,OPG154,EBC-08807,54,1,4,3,0,0,1,0,0,0,0
AF,congo,OPG154,EBC-08951,75,1,4,4,0,0,0,0,0,0,0
AF,congo,OPG154,EBC-08956,65,1,4,3,0,0,1,0,0,0,0
AF,congo,OPG154,EBC-09039,41,1,2,1,0,0,1,0,0,0,0
AF,congo,OPG154,EBC-09050,57,1,5,5,0,0,0,0,0,0,0
AF,congo,OPG154,EBC-09224,27,1,2,1,0,0,0,1,0,0,0
AF,congo,OPG154,EBC-09225,9,1,4,2,0,0,2,0,0,0,0
AF,congo,OPG154,EBC-101110,62,1,4,1,2,0,1,0,0,0,0
AF,congo,OPG154,EBC-11034,90,1,3,2,0,0,1,0,0,0,0
AF,congo,OPG154,EBC-12341,59,1,2,2,0,0,0,0,0,0,0
AF,congo,OPG154,EBC-12537,96,1,5,2,0,0,3,0,0,0,0
AF,congo,OPG154,EBC-12986,24,1,7,6,0,0,1,0,0,0,0
AF,congo,OPG154,EBC-13145,69,1,2,2,0,0,0,0,0,0,0
AF,congo,OPG154,EBC-13436,48,1,3,0,3,0,0,0,0,0,0
AF,congo,OPG154,EBC-13974,18,1,3,1,1,0,0,0,0,0,1
AF,congo,OPG154,EBC-14434,38,1,1,0,1,0,0,0,0,0,0
AF,congo,OPG154,EBC-145173,72,1,3,1,0,0,1,0,0,1,0
AF,congo,OPG154,EBC-145189,19,1,4,3,0,0,1,0,0,0,0
AF,congo,OPG154,EBC-148045,78,1,3,2,0,0,1,0,0,0,0
AF,congo,OPG154,EBC-14819,14,1,7,6,0,0,1,0,0,0,0
AF,congo,OPG154,EBC-14842,11,1,1,0,1,0,0,0,0,0,0
AF,congo,OPG154,EBC-157172,66,1,7,5,0,0,0,1,0,1,0
AF,congo,OPG154,EBC-157188,15,1,4,4,0,0,0,0,0,0,0
AF,congo,OPG154,EBC-26080,87,1,4,3,1,0,0,0,0,0,0
AF,congo,OPG154,EBC-26139,20,1,0,0,0,0,0,0,0,0,0
AF,congo,OPG154,EBC-26171,21,1,3,0,1,0,2,0,0,0,0
AF,congo,OPG154,EBC-26175,86,1,2,0,2,0,0,0,0,0,0
AF,congo,OPG154,EBC-26180,89,1,2,0,1,0,0,0,0,0,1
AF,congo,OPG154,EBC-26290,93,1,4,4,0,0,0,0,0,0,0
AF,congo,OPG154,EBC-26647,64,1,4,3,1,0,0,0,0,0,0
AF,congo,OPG154,EBC-26656,29,1,1,1,0,0,0,0,0,0,0
AF,congo,OPG154,EBC-28042,35,1,1,1,0,0,0,0,0,0,0
AF,congo,OPG154,EBC-28050,61,1,5,4,0,0,1,0,0,0,0
AF,congo,OPG154,EBC-28055,3,1,5,0,1,0,0,0,0,0,4
AF,congo,OPG154,EBC-292061,63,1,4,2,2,0,0,0,0,0,0
AF,congo,OPG154,EBC-30021,2,1,5,1,3,0,1,0,0,0,0
AF,congo,OPG154,EBC-303208,6,1,3,3,0,0,0,0,0,0,0
AF,congo,OPG154,EBC-303243,58,1,5,2,2,0,1,0,0,0,0
AF,congo,OPG154,EBC-303277,23,1,4,1,2,0,1,0,0,0,0
AF,congo,OPG154,EBC-303279,56,1,6,4,0,0,2,0,0,0,0
AF,congo,OPG154,EBC-312048,32,1,4,3,1,0,0,0,0,0,0
AF,congo,OPG154,EBC-312060,13,1,3,2,0,0,0,1,0,0,0
AF,congo,OPG154,EBC-352059,80,1,3,3,0,0,0,0,0,0,0
AF,congo,OPG154,EBC-361045,17,1,2,0,2,0,0,0,0,0,0
AF,congo,OPG154,EBC-367046,98,1,4,3,1,0,0,0,0,0,0
AF,congo,OPG154,EBC-372050,44,1,3,3,0,0,0,0,0,0,0
AF,congo,OPG154,EBC-44358,55,1,4,2,2,0,0,0,0,0,0
AF,congo,OPG154,EBC-46203,97,1,4,3,1,0,0,0,0,0,0
AF,congo,OPG154,EBC-47334,43,1,3,3,0,0,0,0,0,0,0
AF,congo,OPG154,EBC-47582,50,1,1,0,0,0,1,0,0,0,0
AF,congo,OPG154,EBC-48064,12,1,2,0,0,0,2,0,0,0,0
AF,congo,OPG174,EBC-00633,35,1,5,0,5,0,0,0,0,0,0
AF,congo,OPG174,EBC-00646,62,1,16,11,3,0,0,2,0,0,0
AF,congo,OPG174,EBC-00663,10,1,11,9,1,0,1,0,0,0,0
AF,congo,OPG174,EBC-02039,63,1,9,6,1,0,0,2,0,0,0
AF,congo,OPG174,EBC-02041,39,1,2,1,1,0,0,0,0,0,0
AF,congo,OPG174,EBC-03570,80,1,6,3,3,0,0,0,0,0,0
AF,congo,OPG174,EBC-03625,84,1,7,6,1,0,0,0,0,0,0
AF,congo,OPG174,EBC-03826,44,1,7,4,2,0,0,1,0,0,0
AF,congo,OPG174,EBC-03893,34,1,8,6,1,0,1,0,0,0,0
AF,congo,OPG174,EBC-03910,15,1,4,0,4,0,0,0,0,0,0
AF,congo,OPG174,EBC-03919,9,1,10,4,4,0,0,1,1,0,0
AF,congo,OPG174,EBC-04247,82,1,9,7,1,0,1,0,0,0,0
AF,congo,OPG174,EBC-06038,86,1,7,5,2,0,0,0,0,0,0
AF,congo,OPG174,EBC-06116,67,1,9,6,3,0,0,0,0,0,0
AF,congo,OPG174,EBC-06369,61,1,8,7,0,0,1,0,0,0,0
AF,congo,OPG174,EBC-06844,57,1,8,3,3,0,0,2,0,0,0
AF,congo,OPG174,EBC-07122,53,1,9,8,1,0,0,0,0,0,0
AF,congo,OPG174,EBC-07289,11,1,5,3,2,0,0,0,0,0,0
AF,congo,OPG174,EBC-07315,26,1,6,4,2,0,0,0,0,0,0
AF,congo,OPG174,EBC-07355,64,1,7,4,2,0,0,1,0,0,0
AF,congo,OPG174,EBC-07382,66,1,5,3,2,0,0,0,0,0,0
AF,congo,OPG174,EBC-07543,28,1,12,6,3,0,1,2,0,0,0
AF,congo,OPG174,EBC-07573,77,1,11,7,3,0,0,1,0,0,0
AF,congo,OPG174,EBC-07674,73,1,13,11,1,0,0,1,0,0,0
AF,congo,OPG174,EBC-07721,81,1,7,6,1,0,0,0,0,0,0
AF,congo,OPG174,EBC-07787,22,1,9,8,0,0,1,0,0,0,0
AF,congo,OPG174,EBC-07862,21,1,7,0,7,0,0,0,0,0,0
AF,congo,OPG174,EBC-07864,97,1,10,6,3,0,0,1,0,0,0
AF,congo,OPG174,EBC-07893,29,1,9,7,1,0,0,1,0,0,0
AF,congo,OPG174,EBC-07935,52,1,6,2,2,0,0,2,0,0,0
AF,congo,OPG174,EBC-07936,33,1,7,3,2,0,0,2,0,0,0
AF,congo,OPG174,EBC-07988,46,1,17,9,4,0,0,3,1,0,0
AF,congo,OPG174,EBC-08012,93,1,8,4,2,0,0,1,1,0,0
AF,congo,OPG174,EBC-08023,20,1,4,0,4,0,0,0,0,0,0
AF,congo,OPG174,EBC-08147,95,1,8,7,0,0,1,0,0,0,0
AF,congo,OPG174,EBC-08344,41,1,6,4,1,0,1,0,0,0,0
AF,congo,OPG174,EBC-08358,99,1,9,4,3,0,1,1,0,0,0
AF,congo,OPG174,EBC-08737,43,1,7,5,2,0,0,0,0,0,0
AF,congo,OPG174,EBC-08898,51,1,12,10,2,0,0,0,0,0,0
AF,congo,OPG174,EBC-08952,92,1,6,0,6,0,0,0,0,0,0
AF,congo,OPG174,EBC-09007,47,1,12,11,1,0,0,0,0,0,0
AF,congo,OPG174,EBC-09098,32,1,11,8,3,0,0,0,0,0,0
AF,congo,OPG174,EBC-09156,31,1,9,6,1,0,0,1,0,1,0
AF,congo,OPG174,EBC-09186,42,1,13,10,2,0,1,0,0,0,0
AF,congo,OPG174,EBC-11025,49,1,10,4,5,0,0,1,0,0,0
AF,congo,OPG174,EBC-11026,13,1,5,0,5,0,0,0,0,0,0
AF,congo,OPG174,EBC-11027,2,1,5,0,5,0,0,0,0,0,0
AF,congo,OPG174,EBC-11050,5,1,5,0,5,0,0,0,0,0,0
AF,congo,OPG174,EBC-11061,38,1,11,7,3,0,1,0,0,0,0
AF,congo,OPG174,EBC-11160,69,1,9,8,0,0,0,1,0,0,0
AF,congo,OPG174,EBC-11244,50,1,13,5,6,0,0,2,0,0,0
AF,congo,OPG174,EBC-11251,71,1,11,6,3,0,2,0,0,0,0
AF,congo,OPG174,EBC-11320,87,1,6,1,2,0,0,1,0,2,0
AF,congo,OPG174,EBC-11323,74,1,8,7,0,0,0,1,0,0,0
AF,congo,OPG174,EBC-12065,23,1,9,6,1,0,1,1,0,0,0
AF,congo,OPG174,EBC-12152,30,1,10,7,2,0,0,0,0,1,0
AF,congo,OPG174,EBC-12163,6,1,6,0,6,0,0,0,0,0,0
AF,congo,OPG174,EBC-12179,100,1,0,0,0,0,0,0,0,0,0
AF,congo,OPG174,EBC-12705,78,1,7,5,1,0,0,0,0,1,0
AF,congo,OPG174,EBC-12827,40,1,13,6,5,0,1,1,0,0,0
AF,congo,OPG174,EBC-13028,65,1,7,4,2,0,0,1,0,0,0
AF,congo,OPG174,EBC-13376,17,1,4,0,4,0,0,0,0,0,0
AF,congo,OPG174,EBC-13852,4,1,5,0,4,0,0,0,0,1,0
AF,congo,OPG174,EBC-14142,76,1,6,4,2,0,0,0,0,0,0
AF,congo,OPG174,EBC-145068,36,1,7,2,5,0,0,0,0,0,0
AF,congo,OPG174,EBC-145084,79,1,10,9,1,0,0,0,0,0,0
AF,congo,OPG174,EBC-149090,60,1,7,1,5,0,0,1,0,0,0
AF,congo,OPG174,EBC-151174,59,1,5,2,3,0,0,0,0,0,0
AF,congo,OPG174,EBC-152142,3,1,4,0,4,0,0,0,0,0,0
AF,congo,OPG174,EBC-157208,25,1,9,7,1,0,0,1,0,0,0
AF,congo,OPG174,EBC-157249,27,1,6,3,1,0,0,0,2,0,0
AF,congo,OPG174,EBC-208024,56,1,10,4,3,0,0,3,0,0,0
AF,congo,OPG174,EBC-221135,91,1,9,5,3,0,0,1,0,0,0
AF,congo,OPG174,EBC-225024,75,1,12,7,4,0,0,1,0,0,0
AF,congo,OPG174,EBC-251099,37,1,10,0,10,0,0,0,0,0,0
AF,congo,OPG174,EBC-251220,8,1,5,0,5,0,0,0,0,0,0
AF,congo,OPG174,EBC-26679,16,1,7,0,7,0,0,0,0,0,0
AF,congo,OPG174,EBC-277061,48,1,5,0,5,0,0,0,0,0,0
AF,congo,OPG174,EBC-277093,18,1,8,0,8,0,0,0,0,0,0
AF,congo,OPG174,EBC-280050,94,1,5,3,0,0,0,0,0,0,2
AF,congo,OPG174,EBC-28064,68,1,10,7,1,0,0,2,0,0,0
AF,congo,OPG174,EBC-29034,98,1,9,4,4,0,0,1,0,0,0
AF,congo,OPG174,EBC-29056,89,1,6,0,4,0,2,0,0,0,0
AF,congo,OPG174,EBC-30021,70,1,3,1,1,0,1,0,0,0,0
AF,congo,OPG174,EBC-306045,90,1,11,8,2,0,0,1,0,0,0
AF,congo,OPG174,EBC-312078,24,1,10,7,1,0,1,1,0,0,0
AF,congo,OPG174,EBC-346050,85,1,8,3,2,0,1,2,0,0,0
AF,congo,OPG174,EBC-365075,55,1,1,0,1,0,0,0,0,0,0
AF,congo,OPG174,EBC-367046,96,1,5,3,2,0,0,0,0,0,0
AF,congo,OPG174,EBC-44133,7,1,5,0,5,0,0,0,0,0,0
AF,congo,OPG174,EBC-44134,1,1,5,0,5,0,0,0,0,0,0
AF,congo,OPG174,EBC-44365,83,1,11,7,2,0,0,2,0,0,0
AF,congo,OPG174,EBC-46286,12,1,12,8,2,0,0,2,0,0,0
AF,congo,OPG174,EBC-47437,72,1,5,0,5,0,0,0,0,0,0
AF,congo,OPG174,EBC-48187,14,1,16,3,13,0,0,0,0,0,0
AF,congo,OPG174,EBC-50059,58,1,14,8,5,0,0,1,0,0,0
AF,congo,OPG174,EBC-50093,19,1,5,0,5,0,0,0,0,0,0
AF,congo,OPG174,EBC-97044,54,1,21,14,6,0,1,0,0,0,0
AF,congo,OPG174,EBC-97116,45,1,17,10,5,0,1,1,0,0,0
AF,congo,OPG174,EBC-99033,88,1,9,5,1,0,1,2,0,0,0
AF,congo,OPG198,EBC-00538,73,1,4,2,2,0,0,0,0,0,0
AF,congo,OPG198,EBC-00541,81,1,7,4,3,0,0,0,0,0,0
AF,congo,OPG198,EBC-00570,94,1,2,0,2,0,0,0,0,0,0
AF,congo,OPG198,EBC-00571,35,1,4,2,2,0,0,0,0,0,0
AF,congo,OPG198,EBC-00575,22,1,5,3,2,0,0,0,0,0,0
AF,congo,OPG198,EBC-00578,92,1,6,4,2,0,0,0,0,0,0
AF,congo,OPG198,EBC-00633,34,1,4,0,4,0,0,0,0,0,0
AF,congo,OPG198,EBC-00647,57,1,8,5,2,0,1,0,0,0,0
AF,congo,OPG198,EBC-00670,24,1,11,9,2,0,0,0,0,0,0
AF,congo,OPG198,EBC-02055,79,1,12,9,3,0,0,0,0,0,0
AF,congo,OPG198,EBC-03034,43,1,1,0,1,0,0,0,0,0,0
AF,congo,OPG198,EBC-03044,72,1,4,2,2,0,0,0,0,0,0
AF,congo,OPG198,EBC-03075,65,1,6,4,2,0,0,0,0,0,0
AF,congo,OPG198,EBC-03112,71,1,2,0,2,0,0,0,0,0,0
AF,congo,OPG198,EBC-03162,76,1,4,2,2,0,0,0,0,0,0
AF,congo,OPG198,EBC-03207,78,1,4,2,2,0,0,0,0,0,0
AF,congo,OPG198,EBC-03271,95,1,1,0,1,0,0,0,0,0,0
AF,congo,OPG198,EBC-03319,63,1,4,3,0,0,1,0,0,0,0
AF,congo,OPG198,EBC-03334,40,1,6,3,2,0,1,0,0,0,0
AF,congo,OPG198,EBC-03550,27,1,6,4,1,0,1,0,0,0,0
AF,congo,OPG198,EBC-03554,2,1,7,5,2,0,0,0,0,0,0
AF,congo,OPG198,EBC-03589,5,1,7,5,2,0,0,0,0,0,0
AF,congo,OPG198,EBC-03682,36,1,8,6,2,0,0,0,0,0,0
AF,congo,OPG198,EBC-03774,28,1,6,3,3,0,0,0,0,0,0
AF,congo,OPG198,EBC-03896,23,1,8,6,2,0,0,0,0,0,0
AF,congo,OPG198,EBC-03910,1,1,4,1,3,0,0,0,0,0,0
AF,congo,OPG198,EBC-03931,68,1,2,0,2,0,0,0,0,0,0
AF,congo,OPG198,EBC-03971,99,1,2,1,1,0,0,0,0,0,0
AF,congo,OPG198,EBC-04032,58,1,3,1,2,0,0,0,0,0,0
AF,congo,OPG198,EBC-04117,85,1,8,4,2,0,1,0,0,1,0
AF,congo,OPG198,EBC-04135,96,1,5,3,2,0,0,0,0,0,0
AF,congo,OPG198,EBC-04368,16,1,7,5,2,0,0,0,0,0,0
AF,congo,OPG198,EBC-06225,56,1,5,3,2,0,0,0,0,0,0
AF,congo,OPG198,EBC-06227,47,1,6,5,1,0,0,0,0,0,0
AF,congo,OPG198,EBC-06298,66,1,3,2,1,0,0,0,0,0,0
AF,congo,OPG198,EBC-06362,93,1,5,2,3,0,0,0,0,0,0
AF,congo,OPG198,EBC-06379,29,1,6,5,1,0,0,0,0,0,0
AF,congo,OPG198,EBC-06474,20,1,3,0,2,0,0,1,0,0,0
AF,congo,OPG198,EBC-06482,15,1,4,2,2,0,0,0,0,0,0
AF,congo,OPG198,EBC-06508,86,1,6,4,2,0,0,0,0,0,0
AF,congo,OPG198,EBC-06585,98,1,10,7,2,0,0,0,1,0,0
AF,congo,OPG198,EBC-06596,80,1,6,5,1,0,0,0,0,0,0
AF,congo,OPG198,EBC-06624,52,1,12,8,4,0,0,0,0,0,0
AF,congo,OPG198,EBC-06687,32,1,6,4,1,0,0,0,1,0,0
AF,congo,OPG198,EBC-06711,38,1,5,3,2,0,0,0,0,0,0
AF,congo,OPG198,EBC-06727,6,1,5,3,2,0,0,0,0,0,0
AF,congo,OPG198,EBC-06746,83,1,5,2,2,0,1,0,0,0,0
AF,congo,OPG198,EBC-07117,26,1,4,1,2,0,1,0,0,0,0
AF,congo,OPG198,EBC-07210,69,1,10,8,2,0,0,0,0,0,0
AF,congo,OPG198,EBC-07238,42,1,4,3,1,0,0,0,0,0,0
AF,congo,OPG198,EBC-07269,97,1,7,4,1,0,0,2,0,0,0
AF,congo,OPG198,EBC-07472,33,1,6,2,3,0,1,0,0,0,0
AF,congo,OPG198,EBC-07688,46,1,9,7,2,0,0,0,0,0,0
AF,congo,OPG198,EBC-08084,55,1,10,6,4,0,0,0,0,0,0
AF,congo,OPG198,EBC-08181,70,1,6,4,2,0,0,0,0,0,0
AF,congo,OPG198,EBC-08203,90,1,2,1,1,0,0,0,0,0,0
AF,congo,OPG198,EBC-08557,51,1,3,1,0,0,1,0,0,1,0
AF,congo,OPG198,EBC-08560,31,1,15,11,3,0,0,1,0,0,0
AF,congo,OPG198,EBC-08730,89,1,9,8,1,0,0,0,0,0,0
AF,congo,OPG198,EBC-11025,53,1,11,9,2,0,0,0,0,0,0
AF,congo,OPG198,EBC-11027,30,1,5,0,4,0,0,0,0,1,0
