strain,protein,EBC_ID,AD_best_rank,AF_best_rank,AD_n_halogen_bond,AF_n_halogen_bond,AD_n_hbond,AF_n_hbond,AD_n_hydrophobic,AF_n_hydrophobic,AD_n_metal_complex,AF_n_metal_complex,AD_n_pi_cation,AF_n_pi_cation,AD_n_pi_stack,AF_n_pi_stack,AD_n_salt_bridge,AF_n_salt_bridge,AD_n_water_bridge,AF_n_water_bridge,AD_total_interactions,AF_total_interactions,AD_minus_AF_total_interactions,AD_minus_AF_n_hydrophobic,AD_minus_AF_n_hbond,AD_minus_AF_n_water_bridge,AD_minus_AF_n_salt_bridge,AD_minus_AF_n_pi_stack,AD_minus_AF_n_pi_cation,AD_minus_AF_n_halogen_bond,AD_minus_AF_n_metal_complex
ref,OPG027,EBC-54230,,93.0,,0.0,,2.0,,5.0,,0.0,,0.0,,0.0,,0.0,,0.0,,7.0,-7.0,-5.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG027,EBC-63030,49.0,,0.0,,35.0,,124.0,,0.0,,3.0,,1.0,,12.0,,0.0,,175.0,,175.0,124.0,35.0,0.0,12.0,1.0,3.0,0.0,0.0
ref,OPG027,EBC-63089,22.0,,2.0,,140.0,,112.0,,0.0,,5.0,,1.0,,20.0,,0.0,,280.0,,280.0,112.0,140.0,0.0,20.0,1.0,5.0,2.0,0.0
ref,OPG027,EBC-71073,53.0,,0.0,,98.0,,139.0,,0.0,,1.0,,5.0,,9.0,,0.0,,252.0,,252.0,139.0,98.0,0.0,9.0,5.0,1.0,0.0,0.0
ref,OPG027,EBC-73089,,49.0,,0.0,,1.0,,4.0,,0.0,,0.0,,0.0,,0.0,,0.0,,5.0,-5.0,-4.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG027,EBC-99051,60.0,,0.0,,68.0,,88.0,,0.0,,4.0,,2.0,,8.0,,0.0,,170.0,,170.0,88.0,68.0,0.0,8.0,2.0,4.0,0.0,0.0
ref,OPG092,EBC-00523,,53.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-00558,,47.0,,0.0,,1.0,,0.0,,0.0,,0.0,,2.0,,0.0,,0.0,,3.0,-3.0,0.0,-1.0,0.0,0.0,-2.0,0.0,0.0,0.0
ref,OPG092,EBC-00615,,5.0,,0.0,,3.0,,6.0,,0.0,,0.0,,0.0,,0.0,,0.0,,9.0,-9.0,-6.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-00617,,4.0,,0.0,,2.0,,5.0,,0.0,,0.0,,0.0,,0.0,,0.0,,7.0,-7.0,-5.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-00624,,1.0,,0.0,,3.0,,5.0,,0.0,,0.0,,0.0,,0.0,,0.0,,8.0,-8.0,-5.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-03030,,35.0,,0.0,,1.0,,0.0,,0.0,,0.0,,0.0,,1.0,,0.0,,2.0,-2.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-03091,,51.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-03104,,31.0,,0.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-03123,,56.0,,0.0,,1.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,-2.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-03127,,46.0,,0.0,,2.0,,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,4.0,-4.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-03176,,29.0,,0.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-03194,,26.0,,0.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-03210,,18.0,,0.0,,1.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,-2.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-03211,,17.0,,0.0,,1.0,,0.0,,0.0,,0.0,,2.0,,0.0,,0.0,,3.0,-3.0,0.0,-1.0,0.0,0.0,-2.0,0.0,0.0,0.0
ref,OPG092,EBC-03218,,43.0,,0.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-03228,,33.0,,0.0,,1.0,,1.0,,0.0,,0.0,,1.0,,0.0,,0.0,,3.0,-3.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0
ref,OPG092,EBC-03233,,49.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-03259,,58.0,,0.0,,2.0,,0.0,,0.0,,0.0,,1.0,,0.0,,0.0,,3.0,-3.0,0.0,-2.0,0.0,0.0,-1.0,0.0,0.0,0.0
ref,OPG092,EBC-03294,,75.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-03311,,25.0,,0.0,,0.0,,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-03323,,36.0,,0.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-03357,,57.0,,0.0,,1.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,-2.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-03382,,71.0,,0.0,,0.0,,1.0,,0.0,,1.0,,0.0,,0.0,,0.0,,2.0,-2.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
ref,OPG092,EBC-03408,,97.0,,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-03489,,73.0,,0.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-03539,,89.0,,0.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-03587,,39.0,,0.0,,1.0,,0.0,,0.0,,0.0,,0.0,,1.0,,0.0,,2.0,-2.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-03634,,86.0,,0.0,,1.0,,0.0,,0.0,,0.0,,2.0,,0.0,,0.0,,3.0,-3.0,0.0,-1.0,0.0,0.0,-2.0,0.0,0.0,0.0
ref,OPG092,EBC-03647,,85.0,,0.0,,1.0,,0.0,,0.0,,0.0,,0.0,,1.0,,0.0,,2.0,-2.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-03650,,98.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,,0.0,,0.0,,2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0
ref,OPG092,EBC-03673,,40.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-03738,,78.0,,0.0,,1.0,,0.0,,0.0,,0.0,,0.0,,1.0,,0.0,,2.0,-2.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-03911,,19.0,,0.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-03955,,92.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-03969,,38.0,,0.0,,2.0,,0.0,,0.0,,0.0,,2.0,,0.0,,0.0,,4.0,-4.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,0.0
ref,OPG092,EBC-04013,,67.0,,0.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-04129,,95.0,,0.0,,1.0,,1.0,,0.0,,0.0,,0.0,,1.0,,0.0,,3.0,-3.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-04177,,24.0,,0.0,,1.0,,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,,2.0,-2.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0
ref,OPG092,EBC-04258,,63.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-04279,,94.0,,0.0,,3.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,3.0,-3.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-04353,,69.0,,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-06138,,64.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-06204,,82.0,,0.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-06232,,84.0,,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-06250,,27.0,,0.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-06306,,55.0,,0.0,,1.0,,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,,2.0,-2.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0
ref,OPG092,EBC-06327,,30.0,,0.0,,1.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,-2.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-06341,,80.0,,0.0,,1.0,,1.0,,0.0,,0.0,,3.0,,0.0,,0.0,,5.0,-5.0,-1.0,-1.0,0.0,0.0,-3.0,0.0,0.0,0.0
ref,OPG092,EBC-06375,,81.0,,0.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-06390,,93.0,,0.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-06406,,77.0,,0.0,,1.0,,3.0,,0.0,,0.0,,0.0,,0.0,,0.0,,4.0,-4.0,-3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-06633,,88.0,,0.0,,1.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,-2.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-06727,,2.0,,0.0,,2.0,,5.0,,0.0,,0.0,,0.0,,0.0,,0.0,,7.0,-7.0,-5.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-07224,,7.0,,0.0,,3.0,,4.0,,0.0,,0.0,,0.0,,0.0,,0.0,,7.0,-7.0,-4.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-07225,,3.0,,0.0,,3.0,,3.0,,0.0,,0.0,,0.0,,0.0,,0.0,,6.0,-6.0,-3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-07226,,8.0,,0.0,,3.0,,4.0,,0.0,,0.0,,0.0,,0.0,,0.0,,7.0,-7.0,-4.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-07353,,74.0,,0.0,,1.0,,5.0,,0.0,,0.0,,0.0,,0.0,,0.0,,6.0,-6.0,-5.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-07366,,65.0,,0.0,,3.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,3.0,-3.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-07481,,28.0,,0.0,,1.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,-2.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-08098,,14.0,,0.0,,0.0,,4.0,,0.0,,0.0,,0.0,,0.0,,0.0,,4.0,-4.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-08122,,44.0,,0.0,,1.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,-2.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-08136,,59.0,,0.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-08163,,52.0,,0.0,,2.0,,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,4.0,-4.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-08303,,42.0,,0.0,,1.0,,0.0,,0.0,,0.0,,1.0,,0.0,,0.0,,2.0,-2.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0
ref,OPG092,EBC-08527,,76.0,,0.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-08762,,37.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-11098,,20.0,,0.0,,2.0,,1.0,,0.0,,0.0,,0.0,,3.0,,0.0,,6.0,-6.0,-1.0,-2.0,0.0,-3.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-12763,,83.0,,0.0,,1.0,,1.0,,0.0,,0.0,,1.0,,0.0,,0.0,,3.0,-3.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0
ref,OPG092,EBC-12850,,61.0,,0.0,,1.0,,0.0,,2.0,,0.0,,2.0,,0.0,,0.0,,5.0,-5.0,0.0,-1.0,0.0,0.0,-2.0,0.0,0.0,-2.0
ref,OPG092,EBC-13843,,70.0,,0.0,,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,-2.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-13902,,16.0,,0.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-145175,,32.0,,0.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-152176,,99.0,,0.0,,3.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,3.0,-3.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-152242,,45.0,,0.0,,2.0,,0.0,,0.0,,0.0,,0.0,,1.0,,0.0,,3.0,-3.0,0.0,-2.0,0.0,-1.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-157078,,87.0,,0.0,,2.0,,6.0,,0.0,,0.0,,0.0,,0.0,,0.0,,8.0,-8.0,-6.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-157193,,6.0,,0.0,,3.0,,4.0,,0.0,,0.0,,0.0,,0.0,,0.0,,7.0,-7.0,-4.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-17049,,68.0,,0.0,,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,,0.0,,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
ref,OPG092,EBC-208022,,34.0,,0.0,,1.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,-2.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-251052,,79.0,,0.0,,2.0,,0.0,,0.0,,0.0,,0.0,,1.0,,0.0,,3.0,-3.0,0.0,-2.0,0.0,-1.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-253170,,60.0,,0.0,,2.0,,1.0,,0.0,,0.0,,0.0,,1.0,,0.0,,4.0,-4.0,-1.0,-2.0,0.0,-1.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-26036,,66.0,,0.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-26044,,90.0,,0.0,,1.0,,3.0,,0.0,,0.0,,0.0,,0.0,,0.0,,4.0,-4.0,-3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-26052,,96.0,,0.0,,3.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,3.0,-3.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-27022,,11.0,,1.0,,2.0,,6.0,,0.0,,0.0,,0.0,,0.0,,0.0,,9.0,-9.0,-6.0,-2.0,0.0,0.0,0.0,0.0,-1.0,0.0
ref,OPG092,EBC-289041,,9.0,,0.0,,0.0,,5.0,,0.0,,0.0,,0.0,,0.0,,0.0,,5.0,-5.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-381049,,62.0,,0.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-381057,,91.0,,0.0,,1.0,,0.0,,0.0,,0.0,,1.0,,0.0,,0.0,,2.0,-2.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0
ref,OPG092,EBC-44096,,50.0,,0.0,,1.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,-2.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-44384,,41.0,,0.0,,1.0,,3.0,,0.0,,0.0,,0.0,,0.0,,0.0,,4.0,-4.0,-3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-46286,,12.0,,0.0,,1.0,,4.0,,0.0,,1.0,,0.0,,0.0,,0.0,,6.0,-6.0,-4.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0
ref,OPG092,EBC-47187,,22.0,,0.0,,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,-2.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-47216,,21.0,,0.0,,2.0,,0.0,,0.0,,2.0,,0.0,,0.0,,0.0,,4.0,-4.0,0.0,-2.0,0.0,0.0,0.0,-2.0,0.0,0.0
ref,OPG092,EBC-47314,,54.0,,0.0,,1.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,-2.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-48116,,48.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-48191,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-54232,,15.0,,0.0,,2.0,,10.0,,0.0,,0.0,,1.0,,0.0,,0.0,,13.0,-13.0,-10.0,-2.0,0.0,0.0,-1.0,0.0,0.0,0.0
ref,OPG092,EBC-73130,,10.0,,0.0,,2.0,,4.0,,0.0,,0.0,,0.0,,0.0,,0.0,,6.0,-6.0,-4.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-75135,,72.0,,0.0,,0.0,,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
ref,OPG092,EBC-99057,,13.0,,0.0,,1.0,,3.0,,0.0,,0.0,,0.0,,0.0,,0.0,,4.0,-4.0,-3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG092,EBC-99100,,23.0,,0.0,,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,-2.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG112,EBC-00532,,56.0,,0.0,,3.0,,0.0,,0.0,,0.0,,1.0,,0.0,,0.0,,4.0,-4.0,0.0,-3.0,0.0,0.0,-1.0,0.0,0.0,0.0
ref,OPG112,EBC-00537,,12.0,,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,,1.0,,0.0,,2.0,-2.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
ref,OPG112,EBC-00588,,100.0,,0.0,,1.0,,2.0,,0.0,,2.0,,1.0,,0.0,,0.0,,6.0,-6.0,-2.0,-1.0,0.0,0.0,-1.0,-2.0,0.0,0.0
ref,OPG112,EBC-00625,94.0,,0.0,,27.0,,115.0,,0.0,,2.0,,1.0,,1.0,,0.0,,146.0,,146.0,115.0,27.0,0.0,1.0,1.0,2.0,0.0,0.0
ref,OPG112,EBC-00635,,8.0,,0.0,,2.0,,1.0,,0.0,,1.0,,1.0,,0.0,,0.0,,5.0,-5.0,-1.0,-2.0,0.0,0.0,-1.0,-1.0,0.0,0.0
ref,OPG112,EBC-00692,88.0,,0.0,,74.0,,85.0,,0.0,,0.0,,0.0,,12.0,,0.0,,171.0,,171.0,85.0,74.0,0.0,12.0,0.0,0.0,0.0,0.0
ref,OPG112,EBC-00696,59.0,,3.0,,32.0,,180.0,,0.0,,2.0,,0.0,,5.0,,0.0,,222.0,,222.0,180.0,32.0,0.0,5.0,0.0,2.0,3.0,0.0
ref,OPG112,EBC-00711,86.0,,0.0,,11.0,,167.0,,0.0,,0.0,,0.0,,12.0,,0.0,,190.0,,190.0,167.0,11.0,0.0,12.0,0.0,0.0,0.0,0.0
ref,OPG112,EBC-01028,,37.0,,0.0,,0.0,,2.0,,0.0,,1.0,,0.0,,0.0,,0.0,,3.0,-3.0,-2.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
ref,OPG112,EBC-01042,,14.0,,0.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG112,EBC-02024,,95.0,,0.0,,3.0,,4.0,,0.0,,0.0,,0.0,,0.0,,0.0,,7.0,-7.0,-4.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG112,EBC-02034,,29.0,,0.0,,1.0,,1.0,,0.0,,0.0,,1.0,,1.0,,0.0,,4.0,-4.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0
ref,OPG112,EBC-02079,28.0,,0.0,,43.0,,120.0,,0.0,,0.0,,0.0,,9.0,,0.0,,172.0,,172.0,120.0,43.0,0.0,9.0,0.0,0.0,0.0,0.0
ref,OPG112,EBC-03111,,72.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG112,EBC-03220,,60.0,,0.0,,1.0,,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,3.0,-3.0,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG112,EBC-03250,,1.0,,0.0,,1.0,,4.0,,0.0,,1.0,,0.0,,0.0,,0.0,,6.0,-6.0,-4.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0
ref,OPG112,EBC-03274,,6.0,,0.0,,1.0,,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,3.0,-3.0,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG112,EBC-03326,,62.0,,0.0,,1.0,,3.0,,0.0,,1.0,,0.0,,0.0,,0.0,,5.0,-5.0,-3.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0
ref,OPG112,EBC-03337,,31.0,,0.0,,1.0,,0.0,,0.0,,0.0,,1.0,,0.0,,0.0,,2.0,-2.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0
ref,OPG112,EBC-03344,,45.0,,0.0,,0.0,,2.0,,0.0,,1.0,,0.0,,0.0,,0.0,,3.0,-3.0,-2.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
ref,OPG112,EBC-03357,,9.0,,0.0,,0.0,,4.0,,0.0,,1.0,,0.0,,0.0,,0.0,,5.0,-5.0,-4.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
ref,OPG112,EBC-03435,,64.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG112,EBC-03485,,66.0,,0.0,,1.0,,3.0,,0.0,,0.0,,0.0,,0.0,,0.0,,4.0,-4.0,-3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG112,EBC-03544,,27.0,,0.0,,1.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,-2.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
ref,OPG112,EBC-03590,,76.0,,0.0,,0.0,,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
